Employee ID,Age,Gender,Department,Experience,Salary,Attendance Percentage,Training Hours,Projects Completed,Overtime Hours,Manager Rating,Performance Rating,Promotion Status
EMP1796,21,Male,Sales,0,38720.47,99.72,51,3,51,3,4.25,0
EMP4865,42,Male,HR,7,59528.99,97.13,58,8,3,4,4.75,1
EMP0400,50,Female,Operations,3,54152.6,95.84,48,1,58,2,3.37,0
EMP2311,52,Male,Sales,21,111150.9,84.53,35,7,42,1,3.7,0
EMP0883,34,Male,IT,4,72475.87,98.93,12,3,22,2,3.27,0
EMP4919,22,Male,IT,0,55111.28,92.18,87,5,13,3,3.87,0
EMP1353,49,Male,Marketing,25,120496.74,94.16,19,6,50,5,5.0,1
EMP4347,37,Male,IT,16,131532.19,99.2,73,4,3,1,3.17,0
EMP4596,41,Female,HR,2,46442.2,89.45,37,5,28,1,2.99,0
EMP2131,54,Male,Sales,21,111434.38,92.52,26,9,51,4,5.0,1
EMP0983,32,Male,Sales,3,53427.34,97.81,10,5,33,3,3.78,1
EMP0457,46,Male,Sales,2,67970.93,95.94,50,5,9,3,3.77,0
EMP3602,43,Male,Finance,1,50265.69,90.22,53,1,41,5,4.24,0
EMP1080,30,Female,Marketing,9,68889.03,93.24,73,1,16,5,3.93,1
EMP1951,56,Male,HR,33,132112.26,85.97,41,3,57,2,3.8,0
EMP4359,37,Female,Marketing,1,48559.49,92.45,27,4,51,1,3.24,0
EMP0690,54,Male,Finance,27,145477.97,95.84,75,8,22,2,4.73,1
EMP2430,24,Male,Operations,3,54078.72,95.01,87,7,49,2,4.62,1
EMP0642,48,Female,Finance,15,106448.55,81.96,67,9,0,5,4.71,1
EMP2393,22,Female,Marketing,0,44980.5,95.38,82,10,17,1,4.05,0
EMP1954,45,Female,Operations,5,55212.13,94.0,85,2,54,2,3.84,0
EMP2804,42,Female,HR,14,78323.22,91.9,43,1,1,4,3.33,0
EMP3299,31,Female,Finance,6,75936.92,94.54,41,1,50,4,3.98,0
EMP3504,26,Male,Finance,0,46749.63,98.76,22,4,13,1,3.05,0
EMP2711,43,Male,IT,16,127789.8,90.56,47,8,31,5,5.0,1
EMP3405,52,Male,Operations,24,110470.24,100.0,57,7,41,5,5.0,0
EMP4816,35,Male,IT,5,76829.8,92.9,36,4,57,5,4.94,1
EMP2991,44,Female,Marketing,4,54232.46,96.08,79,10,48,1,4.52,1
EMP1885,43,Male,Operations,5,55131.94,97.21,40,1,40,1,2.96,0
EMP0390,23,Female,Sales,1,48663.95,93.2,11,8,43,1,3.71,0
EMP2495,59,Male,Operations,25,119381.97,90.48,79,9,2,3,4.29,1
EMP3182,58,Female,HR,19,92992.44,100.0,37,3,8,4,4.31,0
EMP4728,32,Female,Operations,11,74527.77,92.3,50,3,54,2,3.67,1
EMP0846,40,Female,HR,19,95253.91,89.79,22,10,8,2,4.54,1
EMP0543,45,Male,Operations,20,100522.39,93.86,40,5,58,3,4.46,0
EMP0092,25,Female,Marketing,0,42581.92,87.55,31,4,58,4,4.23,1
EMP3967,40,Female,HR,13,77161.84,100.0,70,6,15,4,4.86,1
EMP1980,55,Male,HR,0,44963.5,95.72,62,7,39,5,5.0,0
EMP4808,46,Female,HR,20,98909.46,96.4,79,9,8,1,4.21,1
EMP4727,45,Male,IT,20,140995.52,90.63,34,1,48,5,4.54,0
EMP3253,35,Female,HR,9,58668.17,90.82,42,6,58,4,4.94,1
EMP2530,53,Female,Sales,15,91612.07,100.0,21,8,48,4,5.0,1
EMP1677,44,Male,IT,10,101730.76,93.5,49,3,48,5,4.76,0
EMP1049,60,Female,Finance,3,55258.94,87.71,21,6,28,3,3.68,0
EMP1961,55,Male,IT,15,121653.77,91.86,61,9,56,1,4.42,1
EMP2531,47,Male,IT,18,132210.89,93.07,80,2,7,4,3.81,1
EMP4689,38,Male,Operations,15,83409.63,88.54,40,10,5,1,3.54,0
EMP0238,39,Female,Sales,7,67673.82,95.72,53,4,39,5,5.0,0
EMP3027,47,Female,HR,13,75200.91,89.09,47,2,54,3,3.94,0
EMP3559,50,Female,Finance,11,91223.81,93.715,34,6,49,5,5.0,1
EMP1134,25,Male,IT,0,52547.26,88.72,21,3,57,5,4.6,0
EMP1806,47,Female,HR,25,110811.75,92.75,81,9,23,1,4.39,0
EMP4478,45,Female,HR,9,68922.24,89.05,28,5,8,2,3.1,0
EMP0164,35,Male,HR,12,74996.88,92.63,30,7,27,4,4.85,1
EMP3862,45,Female,Operations,0,40277.86,100.0,32,7,1,5,4.79,0
EMP4758,51,Male,Operations,16,87625.06,91.77,89,4,24,3,4.11,0
EMP3412,42,Female,IT,2,69014.06,97.14,84,9,2,4,5.0,0
EMP4715,59,Male,Operations,27,122580.37,95.21,11,3,35,4,4.34,0
EMP3266,25,Female,Finance,2,56469.01,93.715,35,9,23,4,4.85,0
EMP3708,46,Male,HR,25,110479.89,100.0,56,8,27,2,4.8,1
EMP4017,50,Male,Finance,23,136029.78,94.72,22,1,10,1,2.84,0
EMP1812,39,Male,Operations,10,75835.46,96.37,81,10,23,1,4.33,1
EMP3174,60,Male,Operations,39,156665.44,100.0,63,9,39,3,5.0,0
EMP3214,59,Female,Finance,34,158447.37125,92.93,50,8,54,4,5.0,1
EMP1429,56,Male,Marketing,9,70606.46,88.39,82,9,31,3,4.66,1
EMP3687,35,Female,Marketing,2,48563.92,91.67,59,6,29,5,4.99,1
EMP2857,43,Male,Marketing,4,49796.54,96.24,74,2,12,3,3.56,1
EMP3465,52,Male,HR,22,102483.04,92.68,33,6,41,4,5.0,1
EMP4506,51,Female,Sales,29,134592.69,99.0,76,2,58,3,4.72,1
EMP4697,60,Male,Finance,3,56990.87,89.06,77,3,51,3,5.0,0
EMP2878,58,Non-binary,Marketing,19,99777.02,86.98,50,10,19,3,4.67,1
EMP1453,37,Male,Sales,4,58349.73,91.19,70,10,21,2,4.44,1
EMP0594,58,Male,Operations,14,84969.49,92.51,15,9,16,1,3.53,0
EMP2726,60,Male,HR,33,136388.98,99.79,27,5,22,2,3.99,1
EMP0042,46,Female,Operations,4,54334.18,94.68,75,9,25,3,4.89,1
EMP0561,59,Male,HR,0,44105.65,97.72,47,1,0,5,3.94,1
EMP2996,27,Male,Marketing,2,53968.92,89.75,24,5,7,3,3.2,0
EMP3104,56,Female,Marketing,35,149820.78,89.82,73,2,37,1,3.51,0
EMP0244,44,Male,IT,23,157861.42,100.0,63,3,21,1,3.44,0
EMP1340,57,Female,IT,28,158447.37125,95.91,24,9,44,4,5.0,1
EMP2837,60,Male,Finance,35,158447.37125,96.38,16,9,32,2,4.54,1
EMP3022,44,Male,Marketing,0,43532.73,89.45,64,5,10,5,3.32,0
EMP3873,29,Male,Operations,6,52697.24,94.24,18,10,35,5,5.0,0
EMP1443,22,Male,Sales,1,50908.03,94.02,34,5,42,1,3.51,0
EMP0262,53,Male,HR,7,64421.11,90.73,53,8,26,1,3.95,0
EMP2820,24,Female,HR,2,47889.29,100.0,73,4,7,5,4.72,0
EMP1690,54,Male,HR,23,107960.01,89.53,55,1,52,3,3.85,0
EMP1726,25,Male,Marketing,2,50496.85,94.46,30,5,53,5,5.0,0
EMP1204,55,Female,Finance,11,90901.96,96.81,84,6,15,5,4.8,1
EMP0835,58,Female,HR,14,83138.14,99.52,49,2,33,4,4.37,0
EMP1867,29,Female,Sales,0,41352.19,98.01,86,5,28,5,5.0,0
EMP2497,55,Female,Operations,16,92565.16,89.74,23,4,57,1,3.68,0
EMP2011,52,Female,Sales,17,96477.82,89.7,46,6,28,4,4.52,1
EMP0341,43,Male,Sales,13,83214.95,96.01,53,8,53,5,5.0,0
EMP3050,54,Male,Finance,7,73042.92,100.0,78,3,40,4,4.67,1
EMP1602,60,Male,IT,25,158447.37125,88.87,20,5,1,1,3.12,0
EMP3065,33,Male,IT,2,64296.47,95.41,73,9,10,2,4.49,1
EMP4742,28,Male,IT,6,78617.49,90.32,28,3,3,1,2.43,0
EMP0481,32,Female,HR,9,70282.66,97.19,80,9,13,4,5.0,1
EMP2883,59,Male,HR,19,90360.95,89.67,46,8,46,3,4.66,1
EMP3606,28,Male,IT,7,89725.36,93.98,86,4,13,2,3.6,0
EMP3978,41,Male,IT,16,128246.99,87.98,16,2,43,3,3.69,0
EMP0194,54,Female,Sales,4,58194.65,97.98,11,8,20,1,3.8,0
EMP4686,43,Male,Finance,20,121463.11,93.01,84,7,16,2,4.1,0
EMP4833,54,Male,Sales,23,117248.0,97.68,15,3,59,4,5.0,1
EMP4070,52,Male,HR,10,67171.11,97.06,44,1,39,3,4.02,0
EMP1767,55,Male,Marketing,30,136065.31,95.23,26,2,37,1,3.37,0
EMP4519,35,Female,HR,9,70359.93,86.71,45,10,2,2,4.06,0
EMP2454,56,Male,IT,8,86994.95,90.79,81,6,25,3,4.22,1
EMP3340,27,Female,Finance,2,50619.8,97.32,88,9,55,4,5.0,0
EMP3890,46,Male,Sales,3,51987.7,92.92,51,5,25,4,4.36,1
EMP4096,26,Male,IT,2,62117.01,95.03,27,6,1,3,3.88,1
EMP4725,54,Male,HR,5,52922.17,95.94,48,3,39,3,4.03,1
EMP3753,23,Male,Operations,2,45367.24,97.61,68,7,42,3,4.9,1
EMP1272,29,Male,Operations,7,65118.71,98.51,25,6,5,1,3.21,0
EMP4570,34,Male,IT,7,84690.64,97.95,59,4,21,2,3.82,1
EMP4547,50,Male,HR,4,51686.9,88.5,87,3,15,4,3.97,1
EMP3791,49,Male,Finance,7,73709.99,99.22,34,4,3,1,2.66,0
EMP4185,48,Male,IT,25,158447.37125,99.28,52,6,45,1,3.82,0
EMP0348,42,Male,Finance,12,95044.84,96.75,21,1,15,1,2.55,0
EMP3958,58,Male,Operations,7,63840.96,99.25,66,6,33,3,4.15,0
EMP4671,23,Male,Finance,1,52063.89,95.0,66,9,18,5,5.0,0
EMP2563,37,Male,IT,4,71786.61,92.6,61,10,57,3,5.0,0
EMP4636,51,Female,IT,14,116582.5,91.88,36,2,10,4,3.6,0
EMP1424,60,Male,Operations,8,65521.47,95.48,15,2,55,3,3.92,0
EMP0657,34,Male,Sales,7,66941.81,98.6,40,7,47,3,4.82,1
EMP2103,34,Male,IT,7,86306.81,90.26,16,10,28,4,5.0,1
EMP0633,42,Male,Marketing,18,101812.54,94.48,89,9,7,4,5.0,1
EMP2952,58,Male,HR,24,112765.42,93.16,48,7,11,5,4.77,1
EMP2494,24,Female,HR,2,46811.55,92.46,49,8,36,5,5.0,0
EMP2666,33,Male,IT,10,100933.79,91.68,18,9,30,3,4.32,1
EMP4128,28,Male,Marketing,2,48749.3,96.2,82,5,42,5,5.0,0
EMP4305,21,Male,Operations,0,47197.29,90.2,73,9,16,5,5.0,0
EMP4624,60,Male,Sales,32,147313.3,91.59,25,5,56,4,4.99,1
EMP3160,45,Male,Sales,3,53459.84,100.0,70,8,36,3,4.78,1
EMP3668,29,Female,Sales,0,44188.48,90.2,12,9,41,4,4.95,0
EMP2501,26,Male,HR,5,52685.99,96.85,32,1,25,3,3.52,0
EMP1466,48,Female,Operations,17,90730.69,90.49,20,5,48,3,4.07,1
EMP3152,46,Female,Sales,12,67970.93,90.21,86,1,30,2,3.36,0
EMP0116,46,Female,HR,2,65215.82,95.31,44,7,14,2,4.05,0
EMP1822,53,Female,Operations,25,122734.92,91.32,23,3,14,4,4.19,0
EMP1495,31,Male,Operations,7,63744.17,94.49,46,7,45,1,3.95,1
EMP2402,34,Female,Sales,12,81971.4,89.99,48,7,28,1,4.02,0
EMP1233,54,Male,HR,30,124131.81,96.05,63,10,44,3,5.0,0
EMP2662,36,Female,HR,9,71087.99,92.78,75,3,50,3,3.98,0
EMP2818,29,Female,HR,1,45107.15,91.48,26,8,15,2,3.72,0
EMP3439,27,Female,Finance,0,43229.43,93.715,57,1,34,4,3.98,0
EMP4619,55,Male,HR,24,111320.93,94.15,20,6,21,4,4.87,1
EMP1154,45,Male,Marketing,21,101645.18,91.42,32,10,3,2,4.03,1
EMP4817,51,Female,Sales,17,98808.68,93.52,61,5,33,5,4.74,1
EMP0058,38,Male,Marketing,17,90399.82,93.98,39,4,47,5,4.73,1
EMP3464,35,Female,HR,9,70406.11,96.49,53,7,1,3,4.04,0
EMP4333,58,Male,Marketing,32,140616.24,91.03,90,6,51,2,4.79,1
EMP4996,24,Male,Sales,3,52374.18,95.95,11,5,25,3,4.02,0
EMP1736,34,Female,IT,2,63540.76,95.69,49,3,33,2,3.39,0
EMP2824,44,Male,Sales,7,70663.82,97.02,25,4,30,5,4.64,1
EMP2197,42,Female,Finance,4,61999.27,78.57,84,4,45,1,3.18,0
EMP3624,44,Female,HR,6,60920.69,92.95,33,9,14,3,4.53,1
EMP2476,23,Female,Sales,1,45936.19,91.68,63,10,56,2,4.9,0
EMP2565,54,Female,Finance,4,58117.88,83.31,76,1,52,4,3.71,0
EMP3765,37,Male,Sales,0,44584.3,95.23,39,2,59,5,4.88,0
EMP2609,46,Male,HR,12,68911.27,89.73,23,4,49,4,4.42,0
EMP3729,39,Male,HR,8,68636.29,92.31,62,10,50,3,5.0,1
EMP0708,37,Male,HR,0,49322.77,91.51,77,8,19,5,5.0,0
EMP4325,23,Male,Sales,1,48346.55,89.84,31,10,17,5,5.0,0
EMP1094,28,Male,HR,6,55536.49,100.0,71,2,60,5,5.0,1
EMP3633,57,Female,Marketing,19,100469.97,95.08,71,4,56,1,4.02,1
EMP1377,34,Female,IT,3,68046.1,91.72,54,3,54,5,4.86,0
EMP4964,42,Non-binary,IT,8,87391.93,97.15,70,10,24,5,5.0,1
EMP0073,44,Female,Finance,13,98924.26,94.16,68,2,28,3,4.22,1
EMP1923,33,Male,Marketing,8,67837.24,96.91,83,5,28,2,3.92,1
EMP3239,50,Female,HR,10,72380.92,83.8,32,4,35,5,4.27,1
EMP1765,49,Female,Marketing,20,98762.09,88.31,10,9,25,5,5.0,0
EMP0744,46,Male,IT,4,77308.27,97.57,74,3,47,4,4.79,0
EMP2938,31,Female,Sales,7,71049.58,95.39,17,1,13,5,3.7,0
EMP1006,21,Female,Marketing,0,45057.27,99.37,12,5,46,3,4.19,0
EMP2669,48,Male,Sales,14,85997.27,89.38,26,2,44,4,4.15,0
EMP1191,48,Male,HR,5,56098.51,99.13,37,10,49,4,5.0,1
EMP4875,34,Female,Finance,13,98666.04,92.2,49,1,23,1,3.02,0
EMP2602,35,Male,HR,2,46578.19,93.35,66,2,45,3,4.19,0
EMP1126,25,Male,Marketing,3,57043.03,94.16,41,10,6,4,4.81,0
EMP1242,39,Male,Marketing,3,48417.26,91.36,45,9,6,1,3.7,0
EMP2909,25,Female,Finance,3,54754.25,95.95,44,4,38,4,4.22,0
EMP4173,46,Male,Finance,22,134984.01,90.88,32,1,51,1,3.05,0
EMP4877,38,Female,IT,9,101101.69,91.04,68,2,29,3,3.79,0
EMP0999,29,Female,Marketing,5,57943.85,96.74,64,1,1,4,3.87,0
EMP3455,51,Female,Operations,27,120087.79,82.14,68,6,22,2,3.89,0
EMP2685,49,Male,Operations,25,104594.4,96.99,16,2,36,2,3.57,0
EMP1578,38,Female,Marketing,1,49831.1,100.0,10,6,59,4,5.0,0
EMP4840,43,Male,HR,15,84240.48,96.76,71,2,13,2,3.4,1
EMP1827,51,Male,IT,20,143995.68,97.41,42,9,44,4,5.0,1
EMP3921,28,Female,IT,3,71225.24,100.0,63,2,9,4,3.77,0
EMP3607,39,Male,IT,5,75050.16,95.35,42,5,16,2,3.52,0
EMP0441,53,Female,IT,16,124503.79,94.34,15,5,40,4,4.42,1
EMP3322,57,Female,Operations,13,85128.34,90.44,85,3,30,5,5.0,0
EMP1101,55,Female,HR,17,84081.09,99.43,37,5,23,4,4.51,0
EMP4090,60,Female,Marketing,11,79358.89,87.8,33,5,28,3,3.99,0
EMP3122,28,Female,Marketing,7,60471.35,94.44,14,7,9,2,3.67,1
EMP0650,57,Male,Finance,30,158447.37125,90.23,11,8,50,1,4.22,1
EMP1547,45,Male,Operations,3,46215.51,90.58,53,9,48,4,5.0,1
EMP3807,40,Female,Sales,6,64075.63,98.43,57,3,37,5,4.87,0
EMP3631,51,Male,Marketing,20,102228.68,94.72,21,1,14,5,4.15,1
EMP4190,27,Female,IT,5,77403.44,93.1,69,5,54,1,3.96,0
EMP4652,23,Female,Finance,0,40301.64,91.98,14,7,50,1,3.81,0
EMP3815,55,Male,Finance,18,116074.24,94.98,34,7,17,2,4.22,1
EMP0631,46,Female,Marketing,3,51359.48,92.9,35,9,11,4,4.57,0
EMP0673,32,Female,Marketing,9,73376.41,93.44,78,4,13,1,3.14,0
EMP1250,26,Female,Finance,3,60570.52,87.82,45,2,22,4,3.69,0
EMP0483,43,Male,Sales,16,99471.42,98.91,54,8,3,4,4.91,1
EMP1585,45,Female,IT,13,110887.23,94.33,82,2,26,4,4.44,0
EMP3138,42,Female,HR,15,85945.12,92.08,61,10,29,2,4.58,1
EMP4675,42,Male,Finance,2,51446.21,92.21,90,4,31,1,3.37,0
EMP3101,46,Male,IT,1,59822.81,100.0,39,9,1,2,4.02,1
EMP1463,30,Female,Operations,3,53536.47,94.95,67,10,58,3,5.0,1
EMP4007,33,Non-binary,Finance,12,91337.66,96.68,86,8,20,4,4.97,0
EMP3695,54,Female,HR,18,90418.66,96.04,10,6,23,2,3.91,1
EMP2579,42,Male,Sales,19,104540.38,97.16,26,8,28,3,4.93,0
EMP4035,44,Male,Marketing,6,61763.52,92.68,68,5,21,5,4.99,1
EMP0050,37,Female,IT,15,126499.63,98.01,85,4,27,5,5.0,1
EMP4334,22,Female,Finance,1,55427.26,92.5,39,8,40,2,4.2,0
EMP3120,55,Female,IT,22,146762.35,100.0,18,3,51,1,3.76,0
EMP0859,53,Female,Marketing,15,88424.0,90.79,19,10,10,1,3.81,1
EMP1073,21,Male,HR,0,44371.05,97.09,87,3,15,1,3.05,0
EMP0720,31,Male,Finance,4,65055.39,93.11,13,7,19,3,4.06,0
EMP4791,37,Female,IT,16,129381.81,85.59,89,8,56,5,5.0,1
EMP2632,29,Female,HR,2,46611.81,92.18,67,2,49,1,3.26,0
EMP4924,28,Female,Sales,6,63637.21,96.94,87,2,39,5,5.0,1
EMP1661,39,Female,Marketing,18,90824.05,94.45,62,8,20,2,4.47,1
EMP1657,52,Male,Operations,8,66681.69,90.09,44,5,5,3,3.64,0
EMP2426,24,Male,Finance,3,58667.35,94.99,78,3,22,5,4.83,0
EMP3997,32,Male,Finance,6,67906.03,86.92,37,1,1,3,2.93,0
EMP4273,45,Male,Sales,7,74034.0,93.22,57,2,51,4,4.17,0
EMP3376,46,Female,Operations,7,60288.64,99.65,74,2,31,2,3.98,0
EMP4522,44,Female,Marketing,3,53884.8,95.41,58,10,26,1,3.96,0
EMP3372,44,Male,IT,6,87644.86,96.07,72,6,18,5,4.24,1
EMP4801,35,Female,HR,7,65976.46,86.61,36,10,8,4,4.48,1
EMP4169,37,Female,Sales,16,100276.85,100.0,27,3,30,3,3.73,1
EMP2607,60,Female,Sales,32,140153.91,100.0,35,3,13,1,3.42,0
EMP3910,30,Male,IT,8,91445.39,99.54,85,2,31,2,3.57,0
EMP1400,25,Male,Sales,2,51461.77,89.47,49,9,22,2,4.21,0
EMP1196,49,Female,Marketing,1,46905.98,92.6,67,9,38,5,5.0,0
EMP1409,37,Male,Finance,16,111363.88,96.57,25,9,44,5,5.0,1
EMP3899,53,Female,Marketing,25,123903.82,89.46,16,2,58,4,4.4,0
EMP1799,50,Female,HR,16,88620.19,100.0,84,3,37,1,3.83,0
EMP1476,24,Male,Marketing,1,52488.69,96.01,78,10,8,2,4.31,0
EMP3283,57,Male,Marketing,18,100211.21,92.28,59,2,9,1,2.94,0
EMP0036,59,Female,Operations,14,86114.53,96.09,77,3,18,4,4.37,0
EMP3612,35,Female,Finance,0,42578.21,84.74,24,2,24,3,3.23,0
EMP2346,42,Female,Operations,18,96645.7,96.22,83,2,30,5,4.68,1
EMP4931,56,Female,IT,35,158447.37125,97.79,61,5,46,2,4.33,1
EMP2360,35,Female,HR,13,77091.13,99.98,68,8,50,1,4.61,1
EMP2207,59,Female,HR,38,146158.33,88.1,42,4,45,3,4.46,1
EMP4945,34,Female,Finance,10,85817.34,100.0,67,1,43,3,4.06,1
EMP1287,55,Male,HR,15,84119.72,97.77,48,4,15,2,3.56,0
EMP0350,42,Female,Operations,11,70496.25,96.92,66,1,51,1,3.32,0
EMP2138,24,Female,Sales,0,49430.23,99.22,59,8,21,3,4.67,0
EMP2692,29,Male,Sales,7,61723.75,94.34,48,10,60,4,5.0,0
EMP3041,49,Male,HR,17,91687.24,89.86,41,5,3,1,2.68,0
EMP3190,54,Male,Finance,32,158447.37125,98.24,88,9,39,5,5.0,1
EMP1682,40,Male,Sales,18,100846.77,89.16,27,7,27,3,4.59,1
EMP4100,35,Male,Sales,2,58761.82,95.54,15,10,38,5,5.0,0
EMP1444,34,Female,Sales,4,58770.9,94.36,82,1,1,1,2.76,0
EMP3310,57,Male,IT,21,151153.18,91.74,87,10,23,5,5.0,1
EMP1672,27,Male,Sales,0,45565.84,94.63,90,2,33,3,3.99,0
EMP3014,54,Male,HR,22,104382.12,97.19,22,9,8,2,4.19,0
EMP1180,51,Female,Marketing,9,74447.04,95.97,60,10,31,5,5.0,0
EMP2799,24,Male,Operations,0,39061.48,98.1,28,10,56,2,4.93,0
EMP1693,59,Male,Operations,33,134815.2,92.71,47,3,36,3,4.13,0
EMP3951,35,Male,Sales,6,60547.5,95.73,48,10,26,5,5.0,0
EMP0373,57,Female,Marketing,16,95567.39,90.74,22,10,0,1,3.83,0
EMP3684,44,Female,Operations,23,109488.44,93.27,74,3,38,2,3.63,0
EMP1917,50,Male,HR,13,79288.4,90.68,79,8,23,2,4.45,1
EMP1358,26,Female,Operations,1,50804.59,93.67,60,2,23,5,4.28,1
EMP1826,33,Female,Finance,7,70259.73,93.15,63,6,23,4,4.78,1
EMP0787,37,Male,HR,11,76270.41,92.23,53,2,19,5,4.49,1
EMP0470,44,Male,HR,18,89477.5,92.28,68,6,4,5,4.94,1
EMP0141,22,Female,Sales,0,46201.1,96.48,63,5,30,3,4.26,0
EMP0789,40,Male,HR,6,58078.8,87.09,81,6,59,5,5.0,1
EMP0324,53,Female,IT,12,89045.14,94.22,12,7,27,4,4.62,0
EMP0051,56,Male,Sales,25,127256.14,95.46,38,8,59,4,5.0,1
EMP0715,33,Male,HR,6,57246.1,94.19,18,8,2,3,4.1,1
EMP2841,49,Female,IT,27,158447.37125,89.23,41,1,34,5,4.62,0
EMP2447,44,Female,Finance,13,97292.73,98.05,36,2,1,5,4.23,0
EMP4863,26,Male,HR,1,43118.33,94.24,74,6,20,1,3.51,0
EMP4464,52,Female,HR,16,86354.14,98.93,50,1,24,2,3.48,0
EMP4642,44,Male,HR,11,74454.2,90.27,51,3,51,4,4.72,1
EMP3077,59,Female,Operations,12,80557.56,93.07,90,3,59,2,4.47,1
EMP2667,54,Female,Marketing,6,60414.65,96.75,66,1,43,1,3.37,0
EMP0407,59,Female,Marketing,21,107406.55,95.35,50,7,17,3,4.42,1
EMP3428,29,Male,Marketing,1,44578.17,91.39,33,8,46,5,5.0,0
EMP1005,43,Female,Operations,5,61820.33,93.61,89,10,14,1,4.11,0
EMP3067,31,Male,IT,3,66148.47,97.53,11,1,1,1,2.39,0
EMP0891,60,Male,Sales,36,158447.37125,91.9,52,10,43,2,4.98,0
EMP2412,24,Male,Marketing,0,42410.67,92.63,30,7,38,3,4.53,0
EMP2546,41,Female,IT,14,114575.75,92.65,33,7,16,4,4.76,1
EMP3505,24,Male,Finance,0,51622.28,94.01,62,6,44,5,5.0,0
EMP2391,47,Male,IT,20,147564.83,97.81,22,9,26,1,3.95,1
EMP4018,42,Male,IT,6,80102.68,90.94,13,9,56,3,5.0,0
EMP0043,22,Male,HR,1,44809.59,94.48,14,7,33,2,4.06,0
EMP2831,32,Male,HR,11,63517.13,92.01,52,7,58,2,4.27,1
EMP4884,50,Female,HR,8,67253.06,91.17,59,10,18,1,4.11,0
EMP0304,41,Female,Sales,6,60108.4,90.91,86,5,56,1,3.89,0
EMP4559,29,Male,Operations,6,61127.79,94.88,15,5,39,1,3.47,0
EMP3821,42,Male,Sales,9,68999.43,100.0,15,8,12,3,4.45,1
EMP0665,54,Male,Operations,30,129658.37,100.0,55,9,51,2,5.0,0
EMP1178,41,Male,Marketing,9,70050.19,92.83,87,3,48,3,4.34,0
EMP2677,24,Male,Sales,2,48115.92,100.0,81,7,46,5,5.0,0
EMP1948,24,Male,HR,3,56408.84,94.23,39,2,9,3,3.17,1
EMP2502,51,Male,Operations,16,91006.92,95.31,71,8,20,2,4.36,1
EMP1474,52,Male,IT,13,114543.75,91.04,63,8,24,2,4.42,0
EMP3554,49,Female,IT,20,141463.01,90.48,32,2,24,3,3.76,0
EMP3786,34,Female,Marketing,1,46750.46,89.46,69,9,48,3,4.75,0
EMP2133,41,Male,Operations,18,101824.14,92.59,45,9,60,3,5.0,1
EMP1027,38,Female,Sales,6,66353.54,98.53,45,4,36,3,4.16,0
EMP2990,53,Female,Marketing,20,102178.77,93.43,77,5,17,2,3.61,1
EMP0962,25,Female,Marketing,1,45702.8,98.41,25,10,13,4,5.0,0
EMP2890,41,Female,IT,19,89045.14,100.0,54,2,15,1,3.29,0
EMP3276,56,Male,Operations,5,58596.3,91.12,42,10,23,5,5.0,1
EMP2010,47,Male,Finance,12,98181.4,94.16,22,10,58,3,5.0,1
EMP2150,52,Non-binary,IT,28,158447.37125,93.7,42,10,48,1,4.63,1
EMP4680,35,Male,Sales,2,49878.92,99.08,90,3,0,4,3.88,1
EMP2339,41,Female,Finance,1,46215.46,94.84,54,8,40,1,4.32,0
EMP3966,23,Male,IT,1,61650.18,100.0,88,5,46,3,4.83,0
EMP0305,52,Male,Marketing,23,114199.34,88.45,64,2,41,5,4.54,0
EMP1441,38,Male,Operations,16,91724.81,86.42,68,6,33,3,4.17,1
EMP1497,26,Female,IT,1,60284.56,93.91,23,4,0,5,4.56,0
EMP2876,40,Male,Sales,7,66741.42,100.0,27,7,3,5,4.9,1
EMP0917,53,Male,Marketing,17,96080.05,90.96,40,1,20,5,4.0,1
EMP4225,38,Female,Marketing,0,46715.36,94.82,78,4,40,5,4.95,0
EMP3795,28,Female,IT,5,73895.39,94.56,68,7,31,5,5.0,1
EMP2773,43,Female,IT,18,137072.41,93.98,81,5,43,2,4.3,1
EMP1625,29,Female,Operations,4,57614.47,95.89,23,3,6,3,3.8,0
EMP3912,58,Male,IT,25,158447.37125,96.93,37,10,10,1,4.24,1
EMP0822,57,Male,Operations,33,134193.2,97.61,34,6,48,1,3.86,0
EMP3367,45,Male,HR,2,50655.87,100.0,55,10,45,2,5.0,1
EMP1355,54,Female,Marketing,2,50070.16,93.0,28,9,38,1,3.9,0
EMP4543,50,Female,Sales,11,82815.53,91.1,61,4,40,1,3.38,0
EMP0851,46,Male,Marketing,23,113166.19,94.16,21,6,10,1,3.42,0
EMP1001,34,Male,Sales,0,46048.95,93.49,66,10,19,1,3.83,0
EMP4388,60,Male,Operations,29,128885.47,100.0,66,9,17,1,4.47,1
EMP0019,50,Female,Sales,28,137357.78,91.68,72,8,34,3,4.91,0
EMP1638,40,Male,Operations,18,96358.07,92.29,27,2,7,3,3.26,0
EMP1668,55,Male,Marketing,25,113205.64,96.36,13,6,12,4,4.7,1
EMP0494,32,Female,HR,8,66897.2,90.14,33,8,24,3,4.49,1
EMP1348,45,Male,Finance,5,70919.85,90.16,73,2,55,5,4.85,0
EMP3019,24,Female,HR,0,47832.05,94.15,45,8,37,2,4.21,0
EMP3801,26,Male,HR,4,57761.8,93.35,52,8,53,5,5.0,0
EMP4217,26,Female,Finance,4,63936.23,97.0,42,10,20,5,5.0,1
EMP3552,52,Female,HR,12,79998.94,99.16,79,1,43,1,3.5,0
